RTO,Month,Domestic Guest Nights ,International Guest Nights ,Total Guest Nights 
Bay of Plenty ,Jun-05, ... , ... ," 53,509 "
Bay of Plenty ,Jul-05," 42,811 "," 13,717 "," 56,528 "
Bay of Plenty ,Aug-05, ... , ... ," 51,159 "
Bay of Plenty ,Sept-05, ... , ... ," 55,900 "
Bay of Plenty ,Oct-05," 48,651 "," 14,936 "," 63,586 "
Bay of Plenty ,Nov-05, ... , ... ," 62,762 "
Bay of Plenty ,Dec-05, ... , ... ," 99,407 "
Bay of Plenty ,Jan-06," 144,346 "," 26,249 "," 170,594 "
Bay of Plenty ,Feb-06, ... , ... ," 88,969 "
Bay of Plenty ,Mar-06, ... , ... ," 74,729 "
Bay of Plenty ,Apr-06," 55,595 "," 17,558 "," 73,152 "
Bay of Plenty ,May-06, ... , ... ," 55,779 "
Bay of Plenty ,Jun-06, ... , ... ," 52,326 "
Bay of Plenty ,Jul-06," 43,206 "," 12,409 "," 55,615 "
Bay of Plenty ,Aug-06, ... , ... ," 53,557 "
Bay of Plenty ,Sept-06, ... , ... ," 65,408 "
Bay of Plenty ,Oct-06," 52,289 "," 18,172 "," 70,460 "
Bay of Plenty ,Nov-06, ... , ... ," 63,536 "
Bay of Plenty ,Dec-06, ... , ... ," 109,800 "
Bay of Plenty ,Jan-07," 153,709 "," 26,770 "," 180,481 "
Bay of Plenty ,Feb-07, ... , ... ," 94,154 "
Bay of Plenty ,Mar-07, ... , ... ," 91,550 "
Bay of Plenty ,Apr-07," 64,925 "," 22,420 "," 87,345 "
Bay of Plenty ,May-07, ... , ... ," 59,524 "
Bay of Plenty ,Jun-07, ... , ... ," 56,297 "
Bay of Plenty ,Jul-07," 43,936 "," 13,449 "," 57,383 "
Bay of Plenty ,Aug-07, ... , ... ," 50,206 "
Bay of Plenty ,Sept-07, ... , ... ," 66,235 "
Bay of Plenty ,Oct-07," 50,418 "," 18,643 "," 69,060 "
Bay of Plenty ,Nov-07," 49,267 "," 20,130 "," 69,397 "
Bay of Plenty ,Dec-07," 90,063 "," 23,859 "," 113,922 "
Bay of Plenty ,Jan-08," 166,619 "," 26,177 "," 192,796 "
Bay of Plenty ,Feb-08," 73,635 "," 27,321 "," 100,957 "
Bay of Plenty ,Mar-08," 73,752 "," 27,643 "," 101,395 "
Bay of Plenty ,Apr-08," 57,553 "," 18,696 "," 76,249 "
Bay of Plenty ,May-08," 44,564 "," 14,636 "," 59,200 "
Bay of Plenty ,Jun-08," 40,531 "," 11,601 "," 52,132 "
Bay of Plenty ,Jul-08," 47,606 "," 12,157 "," 59,763 "
Bay of Plenty ,Aug-08," 40,228 "," 11,034 "," 51,262 "
Bay of Plenty ,Sept-08," 48,499 "," 11,094 "," 59,593 "
Bay of Plenty ,Oct-08," 55,339 "," 15,029 "," 70,368 "
Bay of Plenty ,Nov-08," 45,138 "," 20,256 "," 65,394 "
Bay of Plenty ,Dec-08," 82,379 "," 24,192 "," 106,571 "
Bay of Plenty ,Jan-09," 165,322 "," 24,197 "," 189,519 "
Bay of Plenty ,Feb-09," 78,971 "," 24,576 "," 103,547 "
Bay of Plenty ,Mar-09," 57,412 "," 26,233 "," 83,645 "
Bay of Plenty ,Apr-09," 59,355 "," 19,255 "," 78,610 "
Bay of Plenty ,May-09," 43,069 "," 16,199 "," 59,268 "
Bay of Plenty ,Jun-09," 34,105 "," 10,619 "," 44,724 "
Bay of Plenty ,Jul-09," 45,043 "," 11,976 "," 57,019 "
Bay of Plenty ,Aug-09," 40,403 "," 8,895 "," 49,298 "
Bay of Plenty ,Sept-09," 50,849 "," 13,369 "," 64,218 "
Bay of Plenty ,Oct-09," 54,391 "," 16,943 "," 71,335 "
Bay of Plenty ,Nov-09," 44,753 "," 21,214 "," 65,967 "
Bay of Plenty ,Dec-09," 92,700 "," 28,067 "," 120,767 "
Bay of Plenty ,Jan-10," 170,540 "," 30,130 "," 200,670 "
Bay of Plenty ,Feb-10," 73,142 "," 29,233 "," 102,375 "
Bay of Plenty ,Mar-10," 64,103 "," 31,246 "," 95,349 "
Bay of Plenty ,Apr-10," 69,354 "," 26,792 "," 96,145 "
Bay of Plenty ,May-10," 46,056 "," 24,796 "," 70,852 "
Bay of Plenty ,Jun-10," 47,459 "," 16,717 "," 64,176 "
Bay of Plenty ,Jul-10," 56,287 "," 14,824 "," 71,111 "
Bay of Plenty ,Aug-10," 41,731 "," 11,561 "," 53,292 "
Bay of Plenty ,Sept-10," 52,729 "," 13,605 "," 66,334 "
Bay of Plenty ,Oct-10," 58,195 "," 15,618 "," 73,812 "
Bay of Plenty ,Nov-10," 57,078 "," 20,679 "," 77,757 "
Bay of Plenty ,Dec-10," 89,098 "," 25,553 "," 114,651 "
Bay of Plenty ,Jan-11," 158,337 "," 30,822 "," 189,159 "
Bay of Plenty ,Feb-11," 67,453 "," 31,426 "," 98,879 "
Bay of Plenty ,Mar-11," 73,210 "," 26,604 "," 99,814 "
Bay of Plenty ,Apr-11," 75,662 "," 21,134 "," 96,796 "
Bay of Plenty ,May-11," 56,166 "," 23,463 "," 79,629 "
Bay of Plenty ,Jun-11," 50,939 "," 19,120 "," 70,058 "
Bay of Plenty ,Jul-11," 64,479 "," 17,974 "," 82,453 "
Bay of Plenty ,Aug-11," 61,863 "," 19,880 "," 81,743 "
Bay of Plenty ,Sept-11," 53,956 "," 23,095 "," 77,051 "
Bay of Plenty ,Oct-11," 60,028 "," 20,774 "," 80,802 "
Bay of Plenty ,Nov-11," 59,158 "," 22,777 "," 81,935 "
Bay of Plenty ,Dec-11," 91,037 "," 25,404 "," 116,441 "
Bay of Plenty ,Jan-12," 141,354 "," 26,352 "," 167,707 "
Bay of Plenty ,Feb-12," 70,868 "," 26,111 "," 96,979 "
Bay of Plenty ,Mar-12," 63,382 "," 24,784 "," 88,166 "
Bay of Plenty ,Apr-12," 63,915 "," 23,801 "," 87,715 "
Bay of Plenty ,May-12," 45,531 "," 17,588 "," 63,118 "
Bay of Plenty ,Jun-12," 47,642 "," 11,211 "," 58,853 "
Bay of Plenty ,Jul-12," 46,401 "," 10,124 "," 56,525 "
Bay of Plenty ,Aug-12," 40,069 "," 10,729 "," 50,798 "
Bay of Plenty ,Sept-12," 51,029 "," 10,014 "," 61,043 "
Bay of Plenty ,Oct-12," 57,645 "," 15,157 "," 72,802 "
Bay of Plenty ,Nov-12," 48,905 "," 21,169 "," 70,074 "
Bay of Plenty ,Dec-12," 83,999 "," 24,867 "," 108,866 "
Bay of Plenty ,Jan-13," 132,174 "," 28,260 "," 160,434 "
Bay of Plenty ,Feb-13," 75,888 "," 25,920 "," 101,808 "
Bay of Plenty ,Mar-13," 84,086 "," 25,616 "," 109,702 "
Bay of Plenty ,Apr-13," 61,005 "," 21,728 "," 82,733 "
Bay of Plenty ,May-13," 42,202 "," 17,849 "," 60,051 "
Bay of Plenty ,Jun-13," 45,118 "," 13,877 "," 58,995 "
Bay of Plenty ,Jul-13," 52,929 "," 12,272 "," 65,201 "
Bay of Plenty ,Aug-13," 47,328 "," 11,060 "," 58,387 "
Bay of Plenty ,Sept-13," 56,803 "," 15,115 "," 71,917 "
Bay of Plenty ,Oct-13," 56,801 "," 18,786 "," 75,586 "
Bay of Plenty ,Nov-13," 53,653 "," 27,593 "," 81,246 "
Bay of Plenty ,Dec-13," 89,314 "," 34,409 "," 123,724 "
Bay of Plenty ,Jan-14," 152,604 "," 37,998 "," 190,603 "
Bay of Plenty ,Feb-14," 76,708 "," 29,344 "," 106,052 "
Bay of Plenty ,Mar-14," 63,460 "," 31,571 "," 95,031 "
Bay of Plenty ,Apr-14," 70,079 "," 31,258 "," 101,337 "
Bay of Plenty ,May-14," 48,594 "," 20,909 "," 69,503 "
Bay of Plenty ,Jun-14," 43,176 "," 15,059 "," 58,234 "
Bay of Plenty ,Jul-14," 51,223 "," 14,512 "," 65,734 "
Bay of Plenty ,Aug-14," 45,341 "," 13,598 "," 58,939 "
Bay of Plenty ,Sept-14," 62,172 "," 17,039 "," 79,211 "
Bay of Plenty ,Oct-14," 63,296 "," 19,493 "," 82,788 "
Bay of Plenty ,Nov-14," 53,298 "," 22,956 "," 76,254 "
Bay of Plenty ,Dec-14," 84,735 "," 28,668 "," 113,403 "
Bay of Plenty ,Jan-15," 137,737 "," 30,966 "," 168,703 "
Bay of Plenty ,Feb-15," 71,350 "," 29,406 "," 100,756 "
Bay of Plenty ,Mar-15," 64,183 "," 26,259 "," 90,442 "
Bay of Plenty ,Apr-15," 70,289 "," 26,233 "," 96,522 "
Bay of Plenty ,May-15," 49,330 "," 19,666 "," 68,996 "
Bay of Plenty ,Jun-15," 42,315 "," 11,634 "," 53,949 "
Bay of Plenty ,Jul-15," 56,123 "," 12,891 "," 69,015 "
Bay of Plenty ,Aug-15," 49,607 "," 13,009 "," 62,615 "
Bay of Plenty ,Sept-15," 66,267 "," 14,291 "," 80,551 "
Bay of Plenty ,Oct-15," 66,070 "," 22,106 "," 88,176 "
Bay of Plenty ,Nov-15," 59,702 "," 30,293 "," 89,995 "
Bay of Plenty ,Dec-15," 94,882 "," 27,252 "," 122,133 "
Bay of Plenty ,Jan-16," 144,610 "," 30,524 "," 175,133 "
Bay of Plenty ,Feb-16," 79,307 "," 27,715 "," 107,021 "
Bay of Plenty ,Mar-16," 86,729 "," 31,907 "," 118,636 "
Bay of Plenty ,Apr-16," 71,551 "," 28,675 "," 100,226 "
Bay of Plenty ,May-16," 51,157 "," 23,175 "," 74,332 "
Bay of Plenty ,Jun-16," 53,013 "," 19,788 "," 72,800 "
Bay of Plenty ,Jul-16," 60,082 "," 15,847 "," 75,929 "
Bay of Plenty ,Aug-16," 56,304 "," 13,591 "," 69,895 "
Bay of Plenty ,Sept-16," 67,873 "," 18,602 "," 86,475 "
Bay of Plenty ,Oct-16," 65,918 "," 24,394 "," 90,312 "
Bay of Plenty ,Nov-16," 65,271 "," 29,633 "," 94,904 "
Bay of Plenty ,Dec-16," 94,830 "," 36,338 "," 131,168 "
Bay of Plenty ,Jan-17," 144,142 "," 35,951 "," 180,093 "
Bay of Plenty ,Feb-17," 81,681 "," 30,439 "," 112,119 "
Bay of Plenty ,Mar-17," 80,461 "," 31,862 "," 112,323 "
Bay of Plenty ,Apr-17," 81,074 "," 34,827 "," 115,901 "
Bay of Plenty ,May-17," 57,200 "," 24,741 "," 81,941 "
Bay of Plenty ,Jun-17," 59,602 "," 19,565 "," 79,166 "
Bay of Plenty ,Jul-17," 60,879 "," 18,112 "," 78,990 "
Bay of Plenty ,Aug-17," 51,811 "," 15,307 "," 67,118 "
Bay of Plenty ,Sept-17," 67,417 "," 20,569 "," 87,985 "
Bay of Plenty ,Oct-17," 69,607 "," 27,396 "," 97,003 "
Bay of Plenty ,Nov-17," 61,131 "," 33,242 "," 94,373 "
Bay of Plenty ,Dec-17," 93,703 "," 36,549 "," 130,251 "
Bay of Plenty ,Jan-18," 140,258 "," 33,619 "," 173,877 "
Bay of Plenty ,Feb-18," 76,095 "," 31,131 "," 107,226 "
Bay of Plenty ,Mar-18," 87,268 "," 33,039 "," 120,307 "
Bay of Plenty ,Apr-18," 70,892 "," 27,516 "," 98,409 "
Bay of Plenty ,May-18," 56,245 "," 24,125 "," 80,370 "
Bay of Plenty ,Jun-18," 53,538 "," 15,795 "," 69,333 "
Bay of Plenty ,Jul-18," 52,789 "," 16,433 "," 69,222 "
Bay of Plenty ,Aug-18," 52,750 "," 14,142 "," 66,892 "
Bay of Plenty ,Sept-18," 69,157 "," 19,501 "," 88,658 "
Bay of Plenty ,Oct-18," 72,562 "," 25,699 "," 98,261 "
Bay of Plenty ,Nov-18," 59,460 "," 31,518 "," 90,977 "
Bay of Plenty ,Dec-18," 95,896 "," 32,687 "," 128,583 "
Bay of Plenty ,Jan-19," 132,045 "," 35,361 "," 167,406 "
Bay of Plenty ,Feb-19," 76,313 "," 31,089 "," 107,402 "
Bay of Plenty ,Mar-19," 86,971 "," 32,754 "," 119,725 "
Bay of Plenty ,Apr-19," 85,035 "," 30,457 "," 115,492 "
Bay of Plenty ,May-19," 54,649 "," 25,532 "," 80,181 "
Bay of Plenty ,Jun-19," 56,124 "," 18,464 "," 74,587 "
Bay of Plenty ,Jul-19," 60,520 "," 16,159 "," 76,679 "
Bay of Plenty ,Aug-19," 50,073 "," 14,853 "," 64,926 "
Bay of Plenty ,Sept-19," 62,873 "," 19,312 "," 82,185 "
Rotorua,Jan-00," 112,120 "," 75,286 "," 187,406 "
Rotorua,Feb-00," 57,418 "," 88,560 "," 146,845 "
Rotorua,Mar-00," 67,608 "," 79,331 "," 147,689 "
Rotorua,Apr-00," 89,615 "," 65,063 "," 154,680 "
Rotorua,May-00," 44,381 "," 48,571 "," 93,439 "
Rotorua,Jun-00," 54,977 "," 37,941 "," 93,553 "
Rotorua,Jul-00," 78,316 "," 48,227 "," 126,546 "
Rotorua,Aug-00," 62,167 "," 42,502 "," 105,340 "
Rotorua,Sept-00," 80,585 "," 36,374 "," 117,680 "
Rotorua,Oct-00," 67,952 "," 58,833 "," 126,785 "
Rotorua,Nov-00," 44,258 "," 92,207 "," 137,232 "
Rotorua,Dec-00," 66,656 "," 84,215 "," 151,519 "
Rotorua,Jan-01," 119,101 "," 91,676 "," 210,777 "
Rotorua,Feb-01," 57,957 "," 89,263 "," 148,042 "
Rotorua,Mar-01," 72,611 "," 88,375 "," 161,810 "
Rotorua,Apr-01," 86,076 "," 71,004 "," 157,079 "
Rotorua,May-01," 47,129 "," 51,540 "," 99,175 "
Rotorua,Jun-01," 62,682 "," 44,361 "," 107,785 "
Rotorua,Jul-01," 80,808 "," 57,605 "," 138,413 "
Rotorua,Aug-01," 58,352 "," 50,241 "," 109,270 "
Rotorua,Sept-01," 76,063 "," 48,291 "," 125,079 "
Rotorua,Oct-01," 73,785 "," 67,580 "," 141,365 "
Rotorua,Nov-01," 56,118 "," 80,001 "," 136,817 "
Rotorua,Dec-01," 76,772 "," 84,491 "," 161,973 "
Rotorua,Jan-02," 104,408 "," 101,435 "," 205,842 "
Rotorua,Feb-02," 56,540 "," 98,837 "," 156,316 "
Rotorua,Mar-02," 83,531 "," 96,425 "," 180,850 "
Rotorua,Apr-02," 75,358 "," 76,154 "," 151,511 "
Rotorua,May-02," 55,533 "," 55,915 "," 112,030 "
Rotorua,Jun-02," 60,266 "," 49,379 "," 110,752 "
Rotorua,Jul-02," 84,004 "," 59,763 "," 143,768 "
Rotorua,Aug-02," 62,471 "," 55,953 "," 118,424 "
Rotorua,Sept-02," 77,738 "," 53,249 "," 130,988 "
Rotorua,Oct-02," 69,680 "," 73,047 "," 142,726 "
Rotorua,Nov-02," 53,241 "," 100,724 "," 153,963 "
Rotorua,Dec-02," 75,223 "," 94,904 "," 170,126 "
Rotorua,Jan-03," 102,316 "," 106,585 "," 208,900 "
Rotorua,Feb-03," 59,520 "," 101,169 "," 160,691 "
Rotorua,Mar-03," 60,100 "," 96,092 "," 156,191 "
Rotorua,Apr-03," 102,535 "," 66,094 "," 168,629 "
Rotorua,May-03," 64,925 "," 39,627 "," 104,551 "
Rotorua,Jun-03," 56,493 "," 45,163 "," 101,656 "
Rotorua,Jul-03," 93,296 "," 54,090 "," 147,385 "
Rotorua,Aug-03," 67,151 "," 47,985 "," 115,135 "
Rotorua,Sept-03," 81,770 "," 58,565 "," 140,336 "
Rotorua,Oct-03," 78,305 "," 78,608 "," 156,966 "
Rotorua,Nov-03," 52,449 "," 108,142 "," 160,610 "
Rotorua,Dec-03," 74,829 "," 102,898 "," 177,735 "
Rotorua,Jan-04," 133,051 "," 124,991 "," 258,042 "
Rotorua,Feb-04," 63,273 "," 113,205 "," 176,478 "
Rotorua,Mar-04," 64,330 "," 101,661 "," 165,990 "
Rotorua,Apr-04," 93,376 "," 81,827 "," 175,204 "
Rotorua,May-04," 57,507 "," 54,436 "," 111,943 "
Rotorua,Jun-04," 60,367 "," 53,721 "," 114,088 "
Rotorua,Jul-04," 87,021 "," 63,097 "," 150,118 "
Rotorua,Aug-04," 65,851 "," 57,514 "," 123,366 "
Rotorua,Sept-04," 87,378 "," 58,780 "," 146,159 "
Rotorua,Oct-04," 76,189 "," 79,834 "," 156,023 "
Rotorua,Nov-04," 58,073 "," 104,929 "," 163,003 "
Rotorua,Dec-04," 84,904 "," 99,240 "," 184,145 "
Rotorua,Jan-05," 124,220 "," 111,286 "," 235,505 "
Rotorua,Feb-05," 65,915 "," 114,650 "," 180,565 "
Rotorua,Mar-05," 89,710 "," 97,969 "," 187,679 "
Rotorua,Apr-05," 94,893 "," 74,444 "," 169,336 "
Rotorua,May-05," 59,710 "," 54,717 "," 115,432 "
Rotorua,Jun-05," 58,919 "," 58,004 "," 116,921 "
Rotorua,Jul-05," 84,444 "," 68,481 "," 152,926 "
Rotorua,Aug-05," 59,282 "," 51,880 "," 111,163 "
Rotorua,Sept-05," 72,102 "," 52,903 "," 125,005 "
Rotorua,Oct-05," 75,150 "," 73,600 "," 148,750 "
Rotorua,Nov-05," 56,762 "," 102,148 "," 158,909 "
Rotorua,Dec-05," 74,936 "," 95,302 "," 170,238 "
Rotorua,Jan-06," 108,338 "," 108,132 "," 216,470 "
Rotorua,Feb-06," 73,284 "," 109,084 "," 182,368 "
Rotorua,Mar-06," 70,851 "," 102,881 "," 173,733 "
Rotorua,Apr-06," 95,037 "," 75,181 "," 170,218 "
Rotorua,May-06," 56,459 "," 52,781 "," 109,239 "
Rotorua,Jun-06," 57,876 "," 48,473 "," 106,348 "
Rotorua,Jul-06," 76,419 "," 56,831 "," 133,251 "
Rotorua,Aug-06," 66,658 "," 56,518 "," 123,175 "
Rotorua,Sept-06," 73,880 "," 53,867 "," 127,746 "
Rotorua,Oct-06," 73,216 "," 76,778 "," 149,994 "
Rotorua,Nov-06," 59,157 "," 98,946 "," 158,102 "
Rotorua,Dec-06," 82,225 "," 96,514 "," 178,738 "
Rotorua,Jan-07," 113,799 "," 105,863 "," 219,662 "
Rotorua,Feb-07," 67,044 "," 114,420 "," 181,463 "
Rotorua,Mar-07," 75,868 "," 106,283 "," 182,151 "
Rotorua,Apr-07," 83,973 "," 83,194 "," 167,167 "
Rotorua,May-07," 58,552 "," 58,798 "," 117,350 "
Rotorua,Jun-07," 57,531 "," 49,695 "," 107,228 "
Rotorua,Jul-07," 84,926 "," 53,195 "," 138,121 "
Rotorua,Aug-07," 62,742 "," 49,679 "," 112,422 "
Rotorua,Sept-07," 83,763 "," 58,971 "," 142,734 "
Rotorua,Oct-07," 67,639 "," 82,173 "," 149,811 "
Rotorua,Nov-07," 64,998 "," 98,226 "," 163,224 "
Rotorua,Dec-07," 78,168 "," 94,530 "," 172,699 "
Rotorua,Jan-08," 119,738 "," 110,987 "," 230,725 "
Rotorua,Feb-08," 77,765 "," 121,672 "," 199,437 "
Rotorua,Mar-08," 78,435 "," 103,653 "," 182,088 "
Rotorua,Apr-08," 85,085 "," 74,253 "," 159,338 "
Rotorua,May-08," 71,487 "," 48,869 "," 120,356 "
Rotorua,Jun-08," 56,638 "," 45,272 "," 101,910 "
Rotorua,Jul-08," 82,697 "," 48,133 "," 130,830 "
Rotorua,Aug-08," 66,997 "," 44,339 "," 111,336 "
Rotorua,Sept-08," 69,615 "," 46,128 "," 115,743 "
Rotorua,Oct-08," 90,915 "," 57,868 "," 148,783 "
Rotorua,Nov-08," 61,039 "," 74,539 "," 135,578 "
Rotorua,Dec-08," 84,126 "," 82,389 "," 166,515 "
Rotorua,Jan-09," 118,267 "," 94,248 "," 212,516 "
Rotorua,Feb-09," 71,165 "," 90,004 "," 161,170 "
Rotorua,Mar-09," 69,323 "," 87,196 "," 156,519 "
Rotorua,Apr-09," 97,398 "," 71,699 "," 169,096 "
Rotorua,May-09," 69,836 "," 45,739 "," 115,574 "
Rotorua,Jun-09," 55,152 "," 34,191 "," 89,343 "
Rotorua,Jul-09," 82,023 "," 43,306 "," 125,329 "
Rotorua,Aug-09," 64,310 "," 35,701 "," 100,010 "
Rotorua,Sept-09," 73,592 "," 47,460 "," 121,052 "
Rotorua,Oct-09," 78,203 "," 66,014 "," 144,217 "
Rotorua,Nov-09," 63,545 "," 75,117 "," 138,662 "
Rotorua,Dec-09," 89,346 "," 93,326 "," 182,672 "
Rotorua,Jan-10," 125,085 "," 105,561 "," 230,646 "
Rotorua,Feb-10," 61,778 "," 104,077 "," 165,854 "
Rotorua,Mar-10," 71,584 "," 95,063 "," 166,646 "
Rotorua,Apr-10," 85,397 "," 71,939 "," 157,336 "
Rotorua,May-10," 54,954 "," 44,720 "," 99,674 "
Rotorua,Jun-10," 63,226 "," 41,569 "," 104,795 "
Rotorua,Jul-10," 88,537 "," 47,014 "," 135,550 "
Rotorua,Aug-10," 63,749 "," 43,209 "," 106,957 "
Rotorua,Sept-10," 78,689 "," 51,080 "," 129,768 "
Rotorua,Oct-10," 86,965 "," 62,256 "," 149,221 "
Rotorua,Nov-10," 60,519 "," 84,715 "," 145,234 "
Rotorua,Dec-10," 85,319 "," 83,428 "," 168,747 "
Rotorua,Jan-11," 121,680 "," 101,085 "," 222,766 "
Rotorua,Feb-11," 73,370 "," 92,290 "," 165,660 "
Rotorua,Mar-11," 66,940 "," 83,556 "," 150,496 "
Rotorua,Apr-11," 91,510 "," 63,963 "," 155,473 "
Rotorua,May-11," 55,069 "," 39,964 "," 95,033 "
Rotorua,Jun-11," 65,881 "," 32,670 "," 98,551 "
Rotorua,Jul-11," 92,854 "," 43,052 "," 135,907 "
Rotorua,Aug-11," 75,252 "," 43,714 "," 118,965 "
Rotorua,Sept-11," 51,804 "," 64,689 "," 116,493 "
Rotorua,Oct-11," 73,572 "," 59,807 "," 133,379 "
Rotorua,Nov-11," 77,093 "," 70,719 "," 147,812 "
Rotorua,Dec-11," 82,217 "," 87,893 "," 170,110 "
Rotorua,Jan-12," 123,290 "," 97,860 "," 221,150 "
Rotorua,Feb-12," 67,529 "," 87,630 "," 155,159 "
Rotorua,Mar-12," 72,298 "," 79,602 "," 151,900 "
Rotorua,Apr-12," 92,778 "," 63,921 "," 156,699 "
Rotorua,May-12," 54,049 "," 42,945 "," 96,994 "
Rotorua,Jun-12," 68,885 "," 37,923 "," 106,807 "
Rotorua,Jul-12," 81,905 "," 40,563 "," 122,468 "
Rotorua,Aug-12," 66,297 "," 41,240 "," 107,537 "
Rotorua,Sept-12," 75,784 "," 43,914 "," 119,697 "
Rotorua,Oct-12," 84,573 "," 61,531 "," 146,104 "
Rotorua,Nov-12," 59,582 "," 78,646 "," 138,228 "
Rotorua,Dec-12," 80,390 "," 87,845 "," 168,235 "
Rotorua,Jan-13," 113,303 "," 100,673 "," 213,976 "
Rotorua,Feb-13," 80,503 "," 100,934 "," 181,436 "
Rotorua,Mar-13," 80,112 "," 93,612 "," 173,723 "
Rotorua,Apr-13," 70,133 "," 74,885 "," 145,019 "
Rotorua,May-13," 67,519 "," 49,046 "," 116,565 "
Rotorua,Jun-13," 64,026 "," 42,734 "," 106,760 "
Rotorua,Jul-13," 82,432 "," 50,950 "," 133,382 "
Rotorua,Aug-13," 69,329 "," 46,940 "," 116,269 "
Rotorua,Sept-13," 75,384 "," 51,482 "," 126,866 "
Rotorua,Oct-13," 84,889 "," 64,181 "," 149,070 "
Rotorua,Nov-13," 64,440 "," 88,393 "," 152,833 "
Rotorua,Dec-13," 86,616 "," 88,733 "," 175,349 "
Rotorua,Jan-14," 128,943 "," 101,128 "," 230,071 "
Rotorua,Feb-14," 78,402 "," 100,878 "," 179,280 "
Rotorua,Mar-14," 75,019 "," 85,742 "," 160,761 "
Rotorua,Apr-14," 95,868 "," 74,491 "," 170,359 "
Rotorua,May-14," 75,299 "," 48,406 "," 123,704 "
Rotorua,Jun-14," 61,017 "," 34,989 "," 96,006 "
Rotorua,Jul-14," 93,388 "," 46,500 "," 139,887 "
Rotorua,Aug-14," 77,028 "," 40,366 "," 117,394 "
Rotorua,Sept-14," 82,477 "," 55,242 "," 137,720 "
Rotorua,Oct-14," 94,791 "," 73,997 "," 168,789 "
Rotorua,Nov-14," 71,873 "," 94,032 "," 165,905 "
Rotorua,Dec-14," 93,134 "," 103,315 "," 196,448 "
Rotorua,Jan-15," 123,351 "," 110,418 "," 233,769 "
Rotorua,Feb-15," 79,918 "," 111,027 "," 190,945 "
Rotorua,Mar-15," 90,815 "," 99,863 "," 190,678 "
Rotorua,Apr-15," 96,028 "," 84,535 "," 180,563 "
Rotorua,May-15," 82,162 "," 56,921 "," 139,083 "
Rotorua,Jun-15," 64,732 "," 44,394 "," 109,126 "
Rotorua,Jul-15," 96,363 "," 54,438 "," 150,801 "
Rotorua,Aug-15," 73,573 "," 44,804 "," 118,378 "
Rotorua,Sept-15," 85,132 "," 57,670 "," 142,803 "
Rotorua,Oct-15," 93,704 "," 77,610 "," 171,313 "
Rotorua,Nov-15," 75,381 "," 99,835 "," 175,216 "
Rotorua,Dec-15," 95,482 "," 117,854 "," 213,337 "
Rotorua,Jan-16," 131,180 "," 122,442 "," 253,622 "
Rotorua,Feb-16," 83,894 "," 123,182 "," 207,076 "
Rotorua,Mar-16," 90,343 "," 117,299 "," 207,643 "
Rotorua,Apr-16," 91,225 "," 95,368 "," 186,594 "
Rotorua,May-16," 68,286 "," 64,955 "," 133,242 "
Rotorua,Jun-16," 80,364 "," 53,966 "," 134,330 "
Rotorua,Jul-16," 98,587 "," 60,821 "," 159,409 "
Rotorua,Aug-16," 82,095 "," 57,181 "," 139,276 "
Rotorua,Sept-16," 92,735 "," 63,937 "," 156,672 "
Rotorua,Oct-16," 90,574 "," 91,033 "," 181,608 "
Rotorua,Nov-16," 68,085 "," 120,258 "," 188,343 "
Rotorua,Dec-16," 94,176 "," 129,410 "," 223,585 "
Rotorua,Jan-17," 133,274 "," 132,129 "," 265,403 "
Rotorua,Feb-17," 80,359 "," 126,531 "," 206,890 "
Rotorua,Mar-17," 98,417 "," 109,044 "," 207,461 "
Rotorua,Apr-17," 103,571 "," 92,788 "," 196,359 "
Rotorua,May-17," 73,193 "," 66,697 "," 139,890 "
Rotorua,Jun-17," 87,076 "," 54,320 "," 141,396 "
Rotorua,Jul-17," 108,878 "," 61,118 "," 169,996 "
Rotorua,Aug-17," 84,899 "," 55,154 "," 140,053 "
Rotorua,Sept-17," 93,574 "," 64,213 "," 157,787 "
Rotorua,Oct-17," 107,728 "," 91,600 "," 199,328 "
Rotorua,Nov-17," 91,344 "," 113,282 "," 204,626 "
Rotorua,Dec-17," 108,310 "," 128,902 "," 237,211 "
Rotorua,Jan-18," 141,896 "," 138,883 "," 280,780 "
Rotorua,Feb-18," 94,600 "," 130,724 "," 225,324 "
Rotorua,Mar-18," 116,347 "," 120,608 "," 236,955 "
Rotorua,Apr-18," 106,277 "," 96,291 "," 202,568 "
Rotorua,May-18," 76,852 "," 72,423 "," 149,276 "
Rotorua,Jun-18," 94,349 "," 54,367 "," 148,716 "
Rotorua,Jul-18," 109,263 "," 51,361 "," 160,624 "
Rotorua,Aug-18," 92,344 "," 47,091 "," 139,435 "
Rotorua,Sept-18," 95,632 "," 56,947 "," 152,579 "
Rotorua,Oct-18," 110,305 "," 81,907 "," 192,212 "
Rotorua,Nov-18," 96,691 "," 107,681 "," 204,371 "
Rotorua,Dec-18," 109,842 "," 115,496 "," 225,338 "
Rotorua,Jan-19," 139,839 "," 120,569 "," 260,408 "
Rotorua,Feb-19," 98,052 "," 112,171 "," 210,223 "
Rotorua,Mar-19," 111,971 "," 108,239 "," 220,211 "
Rotorua,Apr-19," 125,032 "," 93,144 "," 218,176 "
Rotorua,May-19," 89,677 "," 60,458 "," 150,135 "
Rotorua,Jun-19," 96,060 "," 46,270 "," 142,330 "
Rotorua,Jul-19," 113,921 "," 57,581 "," 171,502 "
Rotorua,Aug-19," 94,618 "," 52,248 "," 146,867 "
